nome_istituzione;provincia;tipo;email_istituzionale;pec;sito_web;linkedin;social;numero_telefono
IC SAN GIORGIO - CATANIA;Catania;statale;ctic899007@istruzione.it;ctic899007@pec.istruzione.it;https://www.icsangiorgioct.edu.it/;NON PRESENTE;https://www.facebook.com/icsangiorgio/?locale=it_IT;095570530 
IC SPEDALIERI - CASTIGLIONE;Catania;statale;ctic8bg009@istruzione.it;ctic8bg009@pec.istruzione.it;https://www.icspedaliericastiglione.edu.it/;NON PRESENTE;https://www.facebook.com/p/IC-Spedalieri-Castiglione-Bronte-CT-61567119569328/;095 691180 
IC T.DI CALCUTTA - SANZIO;Catania;statale;ctic8bq005@istruzione.it;ctic8bq005@pec.istruzione.it;https://www.teresadicalcuttasanzio.edu.it/;NON PRESENTE;https://www.facebook.com/scuolacalcutta.tremestierietneo/?locale=it_IT;095496093 
IC V.BRANCATI - CATANIA;Catania;statale;ctic886005@istruzione.it;ctic886005@pec.istruzione.it;https://www.icbrancati.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-Vitaliano-Brancati-Catania-100088042657531/;095457478 
IC XX SETTEMBRE CATANIA;Catania;statale;ctic89200c@istruzione.it;ctic89200c@pec.istruzione.it;https://www.icxxsettembre.edu.it/;NON PRESENTE;https://www.facebook.com/Scuola.XX.Settembre/;095 434114 
"ICS ""FRANCESCA MORVILLO""";Catania;statale;ctic80800x@istruzione.it;ctic80800x@pec.istruzione.it;https://www.irissmorvillo.it/;NON PRESENTE;https://www.facebook.com/istitutotecnicoregionale;095 613 6810 
II - I.C. A. DE GASPERI;Catania;statale;ctic8as00g@istruzione.it;ctic8as00g@pec.istruzione.it;https://www.icadegasperi.edu.it/;NON PRESENTE;https://www.facebook.com/icadegasperi/?locale=it_IT; 095702237
"II IST. COMPRENSIVO ""S.G.BOSCO""";Catania;statale;ctic8az00a@istruzione.it;ctic8az00a@pec.istruzione.it;https://www.sgboscoct.edu.it/;NON PRESENTE;NON PRESENTE;0922464996
IIS CUCUZZA - EUCLIDE;Catania;statale;ctis00400r@istruzione.it;ctis00400r@pec.istruzione.it;https://www.iiscucuzzaeuclide.edu.it/;NON PRESENTE;https://www.facebook.com/IISCucuzzaEuclideCaltagirone/?locale=it_IT;095 613 6143
IIS LEONARDO;Catania;statale;ctis053002@istruzione.it;ctis053002@pec.istruzione.it;http://www.leonardodavincicatania.com/;NON PRESENTE;https://www.facebook.com/liceoleonardo.giarre/?locale=it_IT;095 338110
IISS BENEDETTO RADICE;Catania;statale;ctis01100x@istruzione.it;ctis01100x@pec.istruzione.it;https://www.isradice.edu.it/;NON PRESENTE;https://www.facebook.com/BenedettoRadice;095 613 6120
IPSSAR GIOVANNI FALCONE;Catania;statale;ctrh010007@istruzione.it;ctrh010007@pec.istruzione.it;https://www.alberghierogiarre.edu.it/;https://it.linkedin.com/in/maria-grazia-massimino-826516205;https://www.facebook.com/ipsseoafalconegiarre;095 613 6515
IS CARLO GEMMELLARO;Catania;statale;ctis023006@istruzione.it;ctis023006@pec.istruzione.it;http://www.iisgemmellaro.edu.it/;NON PRESENTE;https://www.facebook.com/Istituto.Carlo.Gemmellaro/;095 613 6250
IS VEN. IGNAZIO CAPIZZI;Catania;statale;ctis00900x@istruzione.it;ctis00900x@pec.istruzione.it;https://www.iscapizzi.edu.it/;NON PRESENTE;https://www.facebook.com/pages/IS-Ven-Ignazio-Capizzi/638869216322440;095 772 5237
ISTITUTO COMPRENSIVO G.VERGA;Catania;statale;ctic85900r@istruzione.it;ctic85900r@pec.istruzione.it;https://www.scuolavergacatania.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-Giovanni-Verga-di-Catania-100076399802051/;095387210
ITAER A. FERRARIN;Catania;statale;cttb01000a@istruzione.it;cttb01000a@pec.istruzione.it;https://www.itaerferrarin.it/;NON PRESENTE;https://www.facebook.com/istitutotecnicoaeronauticoferrarincatania;095 613 6430
ITI CANNIZZARO;Catania;statale;cttf03000r@istruzione.it;cttf03000r@pec.istruzione.it;https://www.cannizzaroct.edu.it/;NON PRESENTE;https://www.facebook.com/itiscannizzaro/?locale=it_IT;0956136450
"ITIS ""G. FERRARIS""";Catania;statale;cttf140008@istruzione.it;cttf140008@pec.istruzione.it;https://www.isfrancescoredi.edu.it/indirizzo-di-studio/i-t-i-s-galileo-ferraris-cttf01601g/;NON PRESENTE;NON PRESENTE;095 613 6678
IV - I.C. GALILEI ACIREALE;Catania;statale;ctic8av003@istruzione.it;ctic8av003@pec.istruzione.it;http://www.icgalileiacireale.edu.it/;NON PRESENTE;https://www.facebook.com/profile.php?id=100054204443987#;095 763 4300
"LC ""MARIO CUTELLI E CARMELO SALANITRO""";Catania;statale;ctpc040006@istruzione.it;ctpc040006@pec.istruzione.it;http://www.liceocutelli.it/;NON PRESENTE;https://www.facebook.com/liceocutelli/;095 613 6280
LC GIOVANNI VERGA;Catania;statale;ctpc01000a@istruzione.it;ctpc01000a@pec.istruzione.it;https://www.scuolavergacatania.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-Giovanni-Verga-di-Catania-100076399802051/;095 387210
LC SPEDALIERI;Catania;statale;ctpc070002@istruzione.it;ctpc070002@pec.istruzione.it;http://liceospedalieri.edu.it/;https://it.linkedin.com/in/duccia-leonardi-b598859b;https://www.facebook.com/LiceoSpedalieri/;095 613 6290
"LICEO ARTISTICO ""EMILIO GRECO"" CATANIA";Catania;statale;ctsl01000a@istruzione.it;ctsl01000a@pec.istruzione.it;https://www.liceoartisticocatania.edu.it/;NON PRESENTE;https://www.facebook.com/liceoartisticostataleemiliogreco;095 613 6420
"LICEO STATALE ""G. TURRISI COLONNA""";Catania;statale;ctpm020005@istruzione.it;ctpm020005@pec.istruzione.it;https://www.turrisicolonna.edu.it/;NON PRESENTE;https://www.facebook.com/profile.php?id=61552765770216;095 613 6300
LICEO STATALE E. BOGGIO LERA;Catania;statale;ctps020004@istruzione.it;ctps020004@pec.istruzione.it;https://www.liceoboggiolera.edu.it/;https://it.linkedin.com/in/mariangela-mammana-a039bb55;https://www.facebook.com/quellidelliceoboggiolera/?locale=it_IT;095 613 6325
LICEO STATALE LOMBARDO RADICE;Catania;statale;ctpm03000q@istruzione.it;ctpm03000q@pec.istruzione.it;https://www.lombardoradicect.edu.it/;NON PRESENTE;https://www.facebook.com/p/Liceo-G-Lombardo-Radice-100014316583116/?locale=it_IT;0956136310
LS ARCHIMEDE;Catania;statale;ctps01000d@istruzione.it;ctps01000d@pec.istruzione.it;http://www.liceoarchimede.edu.it/;NON PRESENTE;https://www.instagram.com/liceoarchimede.official/;095 613 6062
LS GALILEO GALILEI;Catania;statale;ctps040009@istruzione.it;ctps040009@pec.istruzione.it;http://www.liceogalileicatania.edu.it/;NON PRESENTE;https://www.facebook.com/liceogalileicatania/;095 613 6345
M.AUSILIATRICE;Catania;paritaria;imacatania.info@gmail.com;NON PRESENTE;http://www.imacatania.com/;NON PRESENTE;https://www.facebook.com/profile.php?id=100085853453281;095 431357
MARCONI-MANGANO;Catania;statale;ctis04300b@istruzione.it;ctis04300b@pec.istruzione.it;https://www.iismarconimangano.edu.it/wp/;NON PRESENTE;https://www.facebook.com/marconicatania/;0956136460
MUSCO;Catania;statale;ctic881002@istruzione.it;ctic881002@pec.istruzione.it;https://www.musco.edu.it/;NON PRESENTE;https://www.facebook.com/ios.musco/;095575577 
PIETRO BRANCHINA;Catania;statale;cttd18000c@istruzione.it;cttd18000c@pec.istruzione.it;https://www.branchina.edu.it/;NON PRESENTE;https://www.facebook.com/IISSPietroBranchina/?locale=it_IT;095 613 6090
ROCCO CHINNICI;Catania;statale;ctrh05000n@istruzione.it;ctrh05000n@pec.istruzione.it;http://lnx.ipssatchinnicinicolosi.edu.it/;https://it.linkedin.com/in/santa-platania-2180427a;https://www.facebook.com/roccochinnici.ipssat;095 613 6609
S. LUIGI;Catania;paritaria;NON PRESENTE;NON PRESENTE;https://sanluigi.it/;NON PRESENTE;https://www.facebook.com/istitutosanluigi/?locale=it_IT;095607047
S.GIUSEPPE;Catania;paritaria;segreteriasangiuseppe@virgilio.it;NON PRESENTE;https://www.facebook.com/istitutoparitariosangiuseppe.it/?locale=it_IT;NON PRESENTE;https://www.facebook.com/istitutoparitariosangiuseppe.it/?locale=it_IT;095336964
SANTO CALI';Catania;statale;ctic83200r@istruzione.it;ctic83200r@pec.istruzione.it;https://iclinguaglossacali.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-comprensivo-Santo-Cal%C3%AC-Linguaglossa-100080443072751/;095 643051
V - I.C. P.VASTA ACIREALE;Catania;statale;ctic81800e@istruzione.it;ctic81800e@pec.istruzione.it;https://www.icspaolovasta.edu.it/;https://it.linkedin.com/in/giusi-beni-336a527b;https://www.facebook.com/p/V-ICS-Paolo-Vasta-Acireale-100063518860750/?locale=it_IT;095 763 4515
VESPUCCI - CAPUANA PIRANDELLO;Catania;statale;ctic8ah00e@istruzione.it;ctic8ah00e@pec.istruzione.it;http://www.icvespuccict.edu.it/;NON PRESENTE;https://www.facebook.com/p/Ist-CompVespucci-Capuana-Pirandello-Catania-100083540224039/;095 345181
VI - I.C. GIOV. XXIII ACIREALE;Catania;statale;ctic81900a@istruzione.it;ctic81900a@pec.istruzione.it;https://www.icgiovanni23acireale.edu.it/;NON PRESENTE;https://www.facebook.com/icgiovanni23acireale.it;095 607135
"I.C. ""CHINNICI-RONCALLI""";Enna;statale;enic825001@istruzione.it;enic825001@pec.istruzione.it;https://www.chinnicironcalli.edu.it/;NON PRESENTE;https://www.facebook.com/p/I-C-Chinnici-Roncalli-Piazza-Armerina-61559229425385/; 0935537357
"I.C. ""E. PANTANO""";Enna;statale;enic80500q@istruzione.it;enic80500q@pec.istruzione.it;https://comprensivoassoro.edu.it/;NON PRESENTE;NON PRESENTE;0935 620413
"I.C. ""FALCONE-CASCINO""";Enna;statale;enic82600r@istruzione.it;enic82600r@pec.istruzione.it;https://www.comprensivofalconecascino.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-Falcone-Cascino-61553003237854/;0935 685059
"I.C. ""FERMI-LEOPARDI""";Enna;statale;enic82800c@istruzione.it;enic82800c@pec.istruzione.it;https://www.fermileopardicenturipe.it/;NON PRESENTE;https://www.facebook.com/ICFermiLeopardiCenturipe;0935 917013
"I.C. ""G. GIUSTI SINOPOLI""";Enna;statale;enic81900n@istruzione.it;enic81900n@pec.istruzione.it;https://www.sinopolis.edu.it/;NON PRESENTE;https://www.facebook.com/538832719978535;0935 691021
"I.C. ""G. MAZZINI""";Enna;statale;enic817002@istruzione.it;enic817002@pec.istruzione.it;https://www.icmazzinivalguarnera.it/;NON PRESENTE;https://www.facebook.com/icmazzinivalguarnera/?locale=it_IT;0935 956259
"I.C. ""G.F. INGRASSIA""";Enna;statale;enic816006@istruzione.it;enic816006@pec.istruzione.it;https://icregalbuto.edu.it/;NON PRESENTE;https://www.facebook.com/p/IC-GF-Ingrassia-di-Regalbuto-61582818941102/;0935 910031
"I.C. ""S.G. BOSCO-EUROPA""";Enna;statale;enic824005@istruzione.it;enic824005@pec.istruzione.it;https://www.boscobarrafranca.edu.it/;NON PRESENTE;https://www.facebook.com/p/IC-San-Giovanni-Bosco-Barrafranca-100063581650906/;0934 464274
"I.I.S. ""A. LINCOLN""";Enna;statale;enis02100t@istruzione.it;enis02100t@pec.istruzione.it;http://www.iisabramolincolnenna.edu.it/;NON PRESENTE;https://www.facebook.com/profile.php?id=61553086555576;0935 531402
"I.I.S. ""E. MAJORANA-GEN. A. CASCINO""";Enna;statale;enis00700g@istruzione.it;enis00700g@pec.istruzione.it;https://www.majoranacascino.edu.it/;NON PRESENTE;https://www.facebook.com/I.I.S.MajoranaCascino;0935 681982
"I.I.S. ""E. MEDI-N. VACCALLUZZO""";Enna;statale;enis018002@istruzione.it;enis018002@pec.istruzione.it;https://www.istitutomedi.edu.it/;NON PRESENTE;https://www.facebook.com/istitutomedi/;0935901070
"I.I.S. ""F. FEDELE""";Enna;statale;enis00800b@istruzione.it;enis00800b@pec.istruzione.it;https://www.fortunatofedele.edu.it/;NON PRESENTE;https://www.facebook.com/Liceo.Fortunato.Fedele/; 0935691529 
"I.I.S. ""F.LLI TESTA""";Enna;statale;enis01900t@istruzione.it;enis01900t@pec.istruzione.it;https://www.liceotesta.edu.it/;NON PRESENTE;https://www.facebook.com/141147859374732;0935 647258
"I.I.S. ""FEDERICO II""";Enna;statale;enis004004@istruzione.it;enis004004@pec.istruzione.it;http://iisenna.it/;NON PRESENTE;https://www.facebook.com/ipsfedericoIIenna;0935 500924
"I.I.S. ""G. FALCONE""";Enna;statale;enis00200c@istruzione.it;enis00200c@pec.istruzione.it;http://www.isissfalconebarrafranca.edu.it/;NON PRESENTE;NON PRESENTE;0934 464795
"I.I.S. ""L. DA VINCI""";Enna;statale;enis017006@istruzione.it;enis017006@pec.istruzione.it;http://www.iisdavinciarmerina.edu.it/;NON PRESENTE;https://www.facebook.com/p/IIS-Leonardo-da-Vinci-Piazza-Armerina-En-100075949088613/;0935 682124
"I.OMN. ""DON BOSCO-MAJORANA""";Enna;statale;enic81800t@istruzione.it;enic81800t@pec.istruzione.it;http://www.icdonboscotroina.edu.it/;NON PRESENTE;NON PRESENTE;0935 657806
"""ANNA RITA SIDOTI""";Messina;statale;meic84400t@istruzione.it;meic84400t@pec.istruzione.it;https://www.icgioiosa.edu.it/;NON PRESENTE;NON PRESENTE;0941301121
"""ARCHIMEDE"" MESSINA";Messina;statale;meps010008@istruzione.it;meps010008@pec.istruzione.it;https://liceoarchimedeme.edu.it/;NON PRESENTE;https://www.facebook.com/liceoarchimedeme/;090 47495
ACQUEDOLCI;Messina;statale;meic826008@istruzione.it;meic826008@pec.istruzione.it;https://www.icacquedolci.edu.it/;NON PRESENTE;NON PRESENTE;0941 726102
BARCELLONA MEDI;Messina;statale;meis03400b@istruzione.it;meis03400b@pec.istruzione.it;http://liceomedi.it/;NON PRESENTE;https://www.facebook.com/liceomedibarcellona/?locale=it_IT;090 976 1268
BROLO;Messina;statale;meic83900a@istruzione.it;meic83900a@pec.istruzione.it;https://www.icbrolo.edu.it/;NON PRESENTE;https://www.facebook.com/Istituto-Comprensivo-di-Brolo-104948670903801;0941 561047
CASTELL'UMBERTO;Messina;statale;meic83800e@istruzione.it;meic83800e@pec.istruzione.it;https://www.iccastellumberto.edu.it/;NON PRESENTE;NON PRESENTE;0941 438055
CPIA - MESSINA;Messina;statale;memm574003@istruzione.it;memm574003@pec.istruzione.it;http://cpiamessina.edu.it/;NON PRESENTE;https://www.facebook.com/p/Centro-Provinciale-Istruzione-agli-Adulti-CPIA-provincia-di-Messina-100063468492984/?locale=it_IT;090 673337
GIUSEPPE CATALFAMO;Messina;statale;meic89700a@istruzione.it;meic89700a@pec.istruzione.it;http://catalfamo.edu.it/;NON PRESENTE;https://www.facebook.com/iccatalfamo;090 622710
I. C. NOVARA DI SICILIA;Messina;statale;meic81600n@istruzione.it;meic81600n@pec.istruzione.it;https://www.icnovaradisicilia.edu.it/;NON PRESENTE;https://www.facebook.com/groups/httpswww.icnovaradisicilia.edu.it/?locale=it_IT;0941 650032
"I.C. ""GIOVANNI PAOLO II""";Messina;statale;meic83000x@istruzione.it;meic83000x@pec.istruzione.it;https://www.icgiovannipaolosecondo.edu.it/;NON PRESENTE;NON PRESENTE;0941426696
"I.C. ""LA PIRA - GENTILUOMO"" ME";Messina;statale;meic864003@istruzione.it;meic864003@pec.istruzione.it;http://www.iclapiragentiluomo.edu.it/;NON PRESENTE;https://www.facebook.com/LaPiraGentiluomo/;090 673223
I.C. B.GENOVESE;Messina;statale;meic827004@istruzione.it;meic827004@pec.istruzione.it;https://www.icbgenovese.edu.it/;NON PRESENTE;https://www.facebook.com/p/IC-Bastiano-Genovese-Indirizzo-Musicale-Barcellona-PG-100083477073523/;090 979 7427
I.C. CAPUANA;Messina;statale;meic88100r@istruzione.it;meic88100r@pec.istruzione.it;http://scuolacapuana.it/;NON PRESENTE;NON PRESENTE;090 970 3217
I.C. D'ALCONTRES-BALOTTA;Messina;statale;meic82400l@istruzione.it;meic82400l@pec.istruzione.it;https://www.icdalcontres.edu.it/;NON PRESENTE;https://www.facebook.com/profile.php?id=100063777805635&locale=it_IT;0909761049
I.C. DI TORREGROTTA;Messina;statale;meic876009@istruzione.it;meic876009@pec.istruzione.it;https://www.ictorregrotta.edu.it/;NON PRESENTE;https://www.facebook.com/lascuolatorrese;090 998 1200
I.C. GIARDINI;Messina;statale;meic83300b@istruzione.it;meic83300b@pec.istruzione.it;https://icgiardininaxos.edu.it/;NON PRESENTE;NON PRESENTE;09425780513
I.C. PASCOLI-CRISPI;Messina;statale;meic87300t@istruzione.it;meic87300t@pec.istruzione.it;https://www.istitutocomprensivopascoli-crispi.edu.it/wp/;NON PRESENTE;https://www.facebook.com/p/IC-Pascoli-Crispi-di-Messina-100075804205456/;090 47030
I.C. S.MARGHERITA MESSINA;Messina;statale;meic8ad002@istruzione.it;meic8ad002@pec.istruzione.it;http://www.icsantamargheritame.edu.it/;NON PRESENTE;https://www.facebook.com/IstitutoComprensivoSantaMargherita;090 369 5987
I.C. SANTA LUCIA DEL MELA;Messina;statale;meic8af00n@istruzione.it;meic8af00n@pec.istruzione.it;https://www.icsantaluciadelmela.edu.it/;NON PRESENTE;https://www.facebook.com/share/1Cz8udFuh5/; 090935345
I.C. SANTO STEFANO CAMASTRA;Messina;statale;meic856004@istruzione.it;meic856004@pec.istruzione.it;https://www.icsantostefanodicamastra.edu.it/;NON PRESENTE;https://www.facebook.com/p/IC-Santo-Stefano-di-Camastra-61573708542533/;0921 331210
I.C. TERZO MILAZZO;Messina;statale;meic8ab00a@istruzione.it;meic8ab00a@pec.istruzione.it;http://www.terzocomprensivomilazzo.edu.it/;NON PRESENTE;https://www.facebook.com/istitutocomprensivoterzomilazzo/;090 922 9481
I.C. VILLA LINA-RITIRO-BATTISTI;Messina;statale;meic871006@istruzione.it;meic871006@pec.istruzione.it;https://www.icvillalinaritiro.edu.it/;NON PRESENTE;https://www.facebook.com/icvillalinamessina/?locale=it_IT;090 363578
"I.C.""MAZZINI"" MESSINA";Messina;statale;meic89400v@istruzione.it;meic89400v@pec.istruzione.it;https://www.icmazzinimessina.edu.it/;NON PRESENTE;https://www.facebook.com/1959051027540495;090 771810
"I.C.S. N. 7 ""ENZO DRAGO"" ME";Messina;statale;meic88700q@istruzione.it;meic88700q@pec.istruzione.it;https://www.icn7enzodragomessina.edu.it/wp/;NON PRESENTE;https://www.facebook.com/icn7enzodrago/;090 293 9556
I.C.S.TERESA DI RIVA;Messina;statale;meic88900b@istruzione.it;meic88900b@pec.istruzione.it;https://www.istcsantateresadiriva.it/;NON PRESENTE;https://www.facebook.com/istituto.comprensivo.9/?locale=it_IT;0942793140
"I.I.S. ""A.M.JACI - CAIO DUILIO""";Messina;statale;meis03700v@istruzione.it;meis03700v@pec.istruzione.it;https://www.jaci.edu.it/;NON PRESENTE;https://www.facebook.com/OpenFiberIT/;090 948 8006
"I.I.S. ""RENATO GUTTUSO""";Messina;statale;meis01600t@istruzione.it;meis01600t@pec.istruzione.it;https://www.isguttusomilazzo.edu.it/;NON PRESENTE;https://www.facebook.com/iis.renatoguttuso;090 928 2938
"I.I.S. SANT'AGATA DI M.LLO "" L.SCIASCIA""";Messina;statale;meis00300q@istruzione.it;meis00300q@pec.istruzione.it;http://www.liceosciasciafermi.edu.it/;https://it.linkedin.com/in/iis-sciascia-fermi-640956124;https://www.facebook.com/SciasciaFermi;0941 701720
"I.I.S.S. ""PUGLIATTI "" TAORMINA";Messina;statale;meis03300g@istruzione.it;meis03300g@pec.istruzione.it;http://www.iisspugliatti.edu.it/;NON PRESENTE;https://www.facebook.com/ScuoladiFurciSiculo;0942 50237
"I.S.""BISAZZA"" ME";Messina;statale;meis01300a@istruzione.it;meis01300a@pec.istruzione.it;https://www.liceobisazza.edu.it/;NON PRESENTE;https://www.facebook.com/ISBisazza;090 358716
I.S.BARCELLONA FERRARI;Messina;statale;meis01100p@istruzione.it;meis01100p@pec.istruzione.it;https://www.istitutoprofessionaleferrari.edu.it/;NON PRESENTE;https://www.facebook.com/ipsiaferraribarcellona/;0909702516
I.T. L.DA VINCI ECONOMICO TECNOLOGICO;Messina;statale;metd05000e@istruzione.it;metd05000e@pec.istruzione.it;https://www.davincimilazzo.edu.it/;NON PRESENTE;https://www.facebook.com/davincimilazzo;090 9281320
I.T.I.TORRICELLI - G.TOMASI DI LAMPEDUSA;Messina;statale;metf040006@istruzione.it;metf040006@pec.istruzione.it;https://www.itisetorricelli.edu.it/;NON PRESENTE;https://m.facebook.com/itisetorricelli.edu.it?eav=AfaXT4PkcrDcd7CXIm4G4C7-RBYHqadFbCtw8Q2iRsJs02d6X4AIv10MxuT0cQUJIvM&tsid=0.44046659196188975&source=result;0941706035
IC VILLAFRANCA TIRRENA;Messina;statale;meic819005@istruzione.it;meic819005@pec.istruzione.it;http://www.icvillafrancatirrena.edu.it/;NON PRESENTE;https://www.facebook.com/p/I-C-Villafranca-Tirrena-61581667931256/;090 334517
IIS BORGHESE - FARANDA - PATTI;Messina;statale;meis023001@istruzione.it;meis023001@pec.istruzione.it;https://iisborghesefaranda.edu.it/;NON PRESENTE;https://www.facebook.com/borghesefarandapatti/;0941 21007
ISOLE EOLIE;Messina;statale;meic818009@istruzione.it;meic818009@pec.istruzione.it;https://www.iclipari1.edu.it/;NON PRESENTE;https://www.facebook.com/icisoleeolie/?locale=it_IT;090 981 2222
"IST.ISTR.SUP. ""ANTONELLO"" MESSINA";Messina;statale;meis019009@istruzione.it;meis019009@pec.istruzione.it;https://www.iisantonellomessina.edu.it/;NON PRESENTE;https://www.facebook.com/p/IIS-Antonello-Messina-ME-100028835448645/;090 59456
ISTITUTO COMPRENSIVO - SAPONARA;Messina;statale;meic87400n@istruzione.it;meic87400n@pec.istruzione.it;http://www.icsaponara.it/;NON PRESENTE;https://www.facebook.com/profile.php?id=61554700562391&locale=it_IT;090 338 0087
ISTITUTO COMPRENSIVO PARADISO;Messina;statale;meic8ae00t@istruzione.it;meic8ae00t@pec.istruzione.it;http://www.icparadisomessina.edu.it/;NON PRESENTE;NON PRESENTE;090 357135
ITC CAPO D'ORLANDO MERENDINO;Messina;statale;meis02400r@istruzione.it;meis02400r@pec.istruzione.it;http://www.merendino.edu.it/;NON PRESENTE;https://www.facebook.com/p/IIS-Merendino-100063494741575/;0941 901063
"ITET ""E. FERMI"" ECONOMICO E TECNOLOGICO";Messina;statale;metd08000a@istruzione.it;metd08000a@pec.istruzione.it;https://www.itcgtfermi.edu.it/;NON PRESENTE;https://www.facebook.com/itetfermibarcellona/?locale=it_IT; 0909798024
ITT-LSSA COPERNICO;Messina;statale;metf03000g@istruzione.it;metf03000g@pec.istruzione.it;https://www.istitutocopernico.edu.it/;NON PRESENTE;https://www.facebook.com/ITT.LSSA.CopernicoBarcellona/;090 979 7333
LICEO LUCIO PICCOLO;Messina;statale;meps22000l@istruzione.it;meps22000l@pec.istruzione.it;http://www.liceoluciopiccolo.edu.it/;NON PRESENTE;https://www.facebook.com/p/Liceo-Piccolo-Capo-dOrlando-61552066943753/;0941 902103
LICEO VITTORIO EMANUELE III PATTI;Messina;statale;mepc060006@istruzione.it;mepc060006@pec.istruzione.it;http://www.liceopatti.it/;NON PRESENTE;https://www.facebook.com/LiceoVittorioEmanueleIIIPatti/;0941 21409
LIPARI;Messina;statale;meic81700d@istruzione.it;meic81700d@pec.istruzione.it;https://www.iclipari.edu.it/;NON PRESENTE;https://www.facebook.com/I.C.Lipari/;090 981 2316
LONGI;Messina;statale;meic847009@istruzione.it;meic847009@pec.istruzione.it;http://www.comprensivolongi.edu.it/;NON PRESENTE;NON PRESENTE;0941485153
"N.1""FOSCOLO""TAORMINA";Messina;statale;meic88600x@istruzione.it;meic88600x@pec.istruzione.it;http://ic1taormina.it/;NON PRESENTE;NON PRESENTE;0942 628612
"N.11""PAINO-GRAV.""ME";Messina;statale;meic869006@istruzione.it;meic869006@pec.istruzione.it;https://www.comprensivogravitelli.edu.it/;NON PRESENTE;NON PRESENTE;0907388388
"N.15 ME ""VITTORINI""";Messina;statale;meic822001@istruzione.it;meic822001@pec.istruzione.it;https://www.icvittorinimessina.edu.it/;NON PRESENTE;https://www.facebook.com/icvittorinimessina/;090 356387
N.2 PATTI;Messina;statale;meic848005@istruzione.it;meic848005@pec.istruzione.it;https://www.istitutopirandellopatti.edu.it/;NON PRESENTE;https://www.facebook.com/istitutopirandellopatti.gov.it/?locale=it_IT;0941 22804
"N.4 ""G.LEOPARDI""ME";Messina;statale;meic86200b@istruzione.it;meic86200b@pec.istruzione.it;http://icleopardimessina.edu.it/;NON PRESENTE;https://www.facebook.com/p/IV-Istituto-Comprensivo-G-Leopardi-di-Messina-100064322936473/?locale=it_IT;090 369 7129
STEFANO D'ARRIGO;Messina;statale;meic83700p@istruzione.it;meic83700p@pec.istruzione.it;http://icaliterme.edu.it/;NON PRESENTE;https://www.facebook.com/ICSTEFANODARRIGO/;0942 573219
San Domenico Savio;Messina;paritaria;segreteria@salesianisavio.me.it;NON PRESENTE;http://scuolasavio.it/;NON PRESENTE;https://www.facebook.com/scuolasavio;090 640 9154
TERME VIGLIATORE;Messina;statale;meic85700x@istruzione.it;meic85700x@pec.istruzione.it;https://www.ictermevigliatore.edu.it/;NON PRESENTE;https://www.facebook.com/ictermevigliatore;090 978 1254
TORRENOVA;Messina;statale;meic877005@istruzione.it;meic877005@pec.istruzione.it;https://www.ictorrenova.edu.it/;NON PRESENTE;https://www.facebook.com/ictorrenova/;0941 785127
TUSA-MISTRETTA;Messina;statale;meic814002@istruzione.it;meic814002@pec.istruzione.it;https://www.istitutocomprensivotusa.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-Tusa-Mistretta-61566411724731/;0921 330044
VERONA TRENTO - MESSINA;Messina;statale;meis027008@istruzione.it;meis027008@pec.istruzione.it;https://www.icboerveronatrento.edu.it/;https://it.linkedin.com/in/alessandra-timmoneri-498a8288;https://www.facebook.com/groups/189002527945336/?locale=it_IT;090 364206
"""REGINA MARGHERITA""";Ragusa;paritaria;segreteriascuolasalesiana@gmail.com;NON PRESENTE;http://scuolareginamargheritamodica.it/;NON PRESENTE;https://www.facebook.com/scuolaparitariareginamargherita/?locale=it_IT;3393570328
ANTONIO AMORE;Ragusa;statale;rgic811003@istruzione.it;rgic811003@pec.istruzione.it;https://www.icsamore.edu.it/;NON PRESENTE;https://www.facebook.com/ScuolaAmorePozzallo/?locale=it_IT;0932 957612
CAP. PUGLISI;Ragusa;statale;rgic832004@istruzione.it;rgic832004@pec.istruzione.it;http://icpuglisiacate.it/;NON PRESENTE;https://www.facebook.com/IcCapPuglisiAcate;0932 183 1960
G. ROGASI;Ragusa;statale;rgic81800t@istruzione.it;rgic81800t@pec.istruzione.it;https://www.istitutorogasi.edu.it/;NON PRESENTE;NON PRESENTE; 0932953147
G. VERGA;Ragusa;statale;rgic816006@istruzione.it;rgic816006@pec.istruzione.it;https://icvergacomiso.edu.it/;NON PRESENTE;NON PRESENTE;0932-961233
G.B. VICO - UMBERTO I - R. GAGLIARDI;Ragusa;statale;rgis018002@istruzione.it;rgis018002@pec.istruzione.it;https://www.vicoumbertogagliardi.edu.it/;NON PRESENTE;https://www.facebook.com/RGIS018002/?locale=it_IT;0932255474
G.MARCONI.;Ragusa;statale;rgis012003@istruzione.it;rgis012003@pec.istruzione.it;https://www.istitutosuperioremarconi.it/;NON PRESENTE;https://www.facebook.com/iisgmarconivittoria/;0932 191 7205
